1,BDM,Plot_id,TubeNo,NUMBERWORKERS,NUMBERQUEENS,NUMBERMALES,NUMBERLARVAE,NUMBERCOCOONS,IDENTIFIER,GENUSID,SPECIESID,DATEIDENTIFICATION,CONFIRMEDID,SPECIESIDFINAL,COMMENTSID,BARCODELABEL,PREPARATION,SPECIFICAUTHOROFRECORD,SPECIFYEVENT,PROJECT,DIGITIZEDBY,DIGITIZEDDATE,X24,identified,COMMENTSqc,TypeOfSample,TypeOfOpen,Categorie,mixedForest,X,Y,lat,lon,FixTimeGPS,bio1_tmean_8110,bio2_dr_8110,bio1_tmean_8110_8111,bio2_dr_8110_8111,bio5_tmaxw_8110,bio6_tminc_8110,bio7_tar_8110,bio8_twetq_8110,bio9_tdryq_8110,bio10_twarmq_8110,bio11_tcoldq_8110,bio12_p_8110,bio13_pwet_8110,bio14_pdry_8110,bio15_ps_8110,bio16_pwetq_8110,bio17_pdryq_8110,bio18_pwarmq_8110,bio19_pcoldq_8110,mnt25,slope25,topo,south,gt_ch_100,LU18_46cl,LC18_27cl,propArea,region,el_mean,el_median,el_stdev,el_min,el_max,el_range,MAT_mean,MAT_median,TAR_mean,TAR_median,Tmin_mean,Tmin_median,Tmax_mean,Tmax_median,BDM_id,Date,Sample_date,SoilTemp,SoilTempAnomaly,Grass,Forb,Shrub,Bare,Litter,Moss,Plot_id_orig,SoilTempSiteMean,geometry,nPlots,el_plot,slope_plot
883,497142,390100,9992128,NA,NA,NA,NA,NA,NA,Coptoformica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,transect,pasture,Autre,0,497463.2652,142231.2939,46.424839,6.105485,NA,550,635,2853,59535,1781,-444,2225,265,1267,1300,-64,193179,19679,13832,1143,55362,43228,43389,50343,1440.7,11.99481,-32,95,19,242,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.08.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
1239,503158,371401,9992130,NA,NA,NA,NA,NA,TS,Myrmica,Myrm_rubr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,NA,soil,other,zalluviale,0,503472.7578,158024.8321,46.567803,6.18036,NA,638,753,3064,63198,1975,-484,2459,312,1384,1429,-5,177671,17975,12648,1045,50208,40520,40801,46764,1032.8,2.81197,-70,21,6,242,21,0.015963128,Jura,1082.136601,1053,56.15822913,1014,1192,178,69.83488572,68,258.839554,258,-48.16005364,-50,210.6744397,208,37,20190829,29.08.2019,19.7,2.08,4,3,1,2,0,1,371401,17.62,"c(687995.168451777, 5871810.92585907)",25,1027,6.702153683
1167,581150,80100,9992132,NA,NA,NA,NA,NA,NA,Serviformica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,transect,pasture,Autre,0,581465.0724,150684.8463,46.508485,7.198065,25.08.19 09:12,537,964,3659,62031,1960,-673,2633,1303,71,1303,-102,147046,15174,9704,1584,45216,30949,45216,34197,1363.6,19.5626,-29,76,17,242,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.08.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
1143,533190,210900,9992135,NA,NA,NA,NA,NA,NA,Formica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,transect,NA,lisiere,0,533341.3295,190365.1348,46.862384,6.56526,NA,515,829,3356,60560,1853,-616,2469,233,46,1269,-110,158777,15020,11330,786,43116,36115,38674,39805,1419.5,13.45438,45,36,19,301,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.08.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
NA,563190,160501,9992138,11,NA,NA,NA,NA,Salata,Temnothorax,Temn_nyla,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temnothorax,NA,soil,NA,ForetFeuillus,100,563731.4322,189900.745,46.86056,6.963892,NA,990,869,3183,69311,2533,-197,2730,1852,560,1852,276,95191,9597,5445,1766,27822,19367,27822,20069,440.6,0.146085,0,7,4,301,43,0.004567814,Low,437.3816489,437,4.872778648,426,450,24,106,106,265,265,-16,-16,249,249,16,20190904,04.09.2019,16.2,-1.747619048,2,0.1,4,3,0.1,0,160501,17.94761905,"c(775217.785533531, 5919341.87952655)",22,440,6.6477108
1080,533190,210112,9992141,NA,NA,NA,NA,NA,NA,Serviformica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,soil,pasture,Autre,0,533846.2217,190534.7284,46.86396,6.571857,NA,505,826,3359,60250,1837,-623,2460,226,34,1255,-118,157201,14900,11186,789,42651,35697,38378,39411,1436.3,8.30238,74,88,19,242,21,0.75387091,Jura,1405.22846,1409,23.71865169,1327,1457,130,49,49,256,256,-68,-68,188,188,21,20190826,26.08.2019,18.6,2.229166667,4,2,0,2,0,1,210112,16.37083333,"c(731576.875228667, 5919895.04575271)",25,1440,14.65322208
1153,581150,81301,9992145,NA,NA,NA,NA,NA,TS,Myrmica,Myrm_rugi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,NA,soil,NA,transport,32,581361.684,149937.8665,46.501761,7.196748,25.08.19 10:22,588,1027,3736,63991,2069,-680,2749,1374,127,1374,-69,141083,14834,9421,1717,44170,29295,44170,31938,1150.7,3.542668,-178,79,17,402,61,0.02922098,Alps,1273.713728,1268,57.74913801,1173,1426,253,59,59,267.5,267.5,-65.5,-65.5,202.5,202.5,8,20190825,25.08.2019,15.3,-1.24,5,1,0,0,0,0,81301,16.54,"c(801145.062735859, 5861142.68908552)",25,1191,4.797961235
1104,533190,210100,9992146,NA,NA,NA,NA,NA,Salata,Lasius,Lasi_flav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lasius,NA,transect,pasture,Autre,0,533353.4295,190054.1942,46.859588,6.565464,26.08.19 08:48,511,809,3319,60158,1834,-604,2438,231,42,1261,-110,157430,14931,11284,780,42696,35828,38403,39475,1413.1,9.361166,51,59,19,242,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.08.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
1121,533190,210109,9992148,10,NA,NA,NA,NA,Galkowski,Myrmica,Myrm_scab,10/27/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,NA,soil,pasture,Autre,0,533225.7255,190780.4664,46.866108,6.563683,NA,521,792,3278,60057,1834,-581,2415,239,53,1271,-99,159411,15065,11352,787,43277,36249,38850,39962,1373.6,4.856117,7,41,21,242,21,0.75387091,Jura,1405.22846,1409,23.71865169,1327,1457,130,49,49,256,256,-68,-68,188,188,21,20190826,26.08.2019,15.1,-1.270833333,4,2,0,2,0,0,210109,16.37083333,"c(730666.787336143, 5920245.70912863)",25,1388,7.469614506
NA,569198,170501,9992149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,soil,other,ForetFeuillus,100,569599.1031,197990.0981,46.933628,7.040309,05.09.19 10:03,1000,796,3004,68947,2492,-158,2650,1858,568,1858,292,101822,10576,5953,1680,29757,20935,29757,21966,495.6,19.16063,3,92,8,301,41,0.033441571,Low,537.8954635,536,23.62035888,483,597,114,100.603877,101,264,264,-21.39612298,-21,242.603877,243,17,20190905,05.09.2019,18.6,1.28,2,2,4,3,3,0.1,170501,17.32,"c(783730.629577182, 5931243.95019049)",25,520,4.073868752
1034,551158,110601,9992151,2,NA,NA,NA,NA,Salata,Temnothorax,Temn_nyla,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temnothorax,NA,soil,NA,ForetMixe,29,551113.388,158018.1778,46.572928,6.801805,NA,959,801,3088,66919,2412,-183,2595,1611,515,1792,280,122969,12128,7725,1376,34197,25807,33914,27430,663.2,14.83005,-21,79,3,301,41,0.003620739,Low,639.9766822,632,31.46350512,589,710,121,96.5,96.5,267.5,267.5,-27.5,-27.5,240.5,240.5,11,20190821,21.08.2019,14.5,-1.733333333,0,2,3,2,3,1,110601,16.23333333,"c(757167.637698137, 5872639.92091974)",15,668,8.879045486
1310,545166,141501,9992152,NA,NA,NA,NA,NA,Salata,Lasius,Lasi_flav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lasius,NA,soil,other,ZoneConstruite,0,545887.3123,166254.6808,46.646623,6.732659,NA,883,794,3091,66209,2318,-250,2568,1526,438,1708,213,122478,12034,7351,1392,33632,25463,33229,27392,780.5,2.3541,3,7,3,223,21,0.103984356,Low,783.0825274,779,24.24841134,733,833,100,86.5,86.5,265,265,-35.5,-35.5,229,229,14,20190830,30.08.2019,19.8,1.004347826,4,2,0,1,0,1,141501,18.79565217,"c(749476.921661739, 5884582.85467195)",25,775,2.149733782
1021,569118,10406,9992153,NA,NA,NA,NA,NA,NA,Myrmica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,soil,NA,ForetConifere,25,569115.3845,118858.6152,46.221701,7.039263,NA,733,829,3291,63079,2118,-402,2520,1517,288,1517,93,177496,17757,12828,1185,51661,39459,51661,42521,1337.3,25.53262,183,33,17,301,41,0.239017524,Alps,1494.574289,1484.5,96.46883143,1291,1725,434,56,56,271,271,-70,-70,201,201,1,20190822,22.08.2019,12.5,-0.575,0,3,0,3,0,2,10406,13.075,"c(783599.045211154, 5815953.7669381)",24,1366,23.12592506
1023,569118,10600,9992154,NA,NA,NA,NA,NA,NA,Formica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,transect,NA,ForetMixe,57,569494.1359,117948.8896,46.213534,7.044232,NA,686,818,3278,62594,2059,-436,2495,1465,238,1465,50,156297,15629,11194,1228,45862,34394,45862,37203,1427.4,35.90684,-74,98,19,301,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.08.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
898,497142,390100,9992155,NA,NA,NA,NA,NA,NA,Coptoformica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,transect,pasture,Autre,0,497425.8294,142117.8207,46.423812,6.105023,NA,550,635,2853,59531,1781,-444,2225,265,1267,1300,-64,192941,19656,13813,1146,55328,43160,43313,50270,1426.5,3.205712,-153,39,19,242,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.08.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
608,503142,381501,9992158,NA,NA,NA,NA,NA,TS,Lasius,Lasi_alie,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lasius,NA,soil,NA,ZoneConstruite,0,503405.6401,141913.417,46.422862,6.182854,17.08.19 07:58,877,795,3105,65700,2326,-235,2561,505,431,1700,216,120225,12516,8144,1341,35601,26806,26935,32995,594.7,6.935426,-11,100,3,301,41,0.003853106,Low,627.154911,622,26.27536093,582,706,124,97,97,263.5,263.5,-23.5,-23.5,240,240,38,20190817,17.08.2019,17.9,0.704,5,1,0,0,2,2,381501,17.196,"c(688281.122520683, 5848351.48828584)",25,596,7.285643578
538,533166,260111,9992159,NA,NA,NA,NA,NA,NA,Lasius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,soil,pasture,Autre,0,533579.7841,166521.762,46.647914,6.571848,NA,1002,750,2938,67060,2437,-117,2554,1658,562,1838,320,99995,9714,6024,1536,28075,19967,27841,22208,594.2,2.553603,17,60,3,221,21,0.734313457,Low,591.3564935,592,7.464343164,564,612,48,98.99091134,99,264.9248902,265,-22.91899648,-23,241.427999,241.5,26,20190811,11.08.2019,21.1,0.808333333,3,0,0,3,0,1,260111,20.29166667,"c(731576.430623066, 5884790.85883133)",24,585,6.425159931
555,539174,250114,9992304,NA,NA,NA,NA,NA,NA,Lasius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,soil,crop,Autre,0,539298.484,174521.0375,46.720421,6.645495,NA,935,808,3092,67069,2397,-215,2612,1592,501,1769,251,101775,9703,6201,1431,28428,20634,28216,22808,610.1,5.168104,-2,84,3,223,21,0.832763464,Low,620.8901961,615,19.5979116,589,668,79,96.04017377,96.5,264,264,-25.04276216,-24.5,238.8220506,239,25,20190809,09.08.2019,20.7,0.436,4,2,0,2,0,0,250114,20.264,"c(739773.965034156, 5896557.54619921)",25,604,6.368264675
1114,533190,210100,9992305,NA,NA,NA,NA,NA,NA,Coptoformica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,transect,pasture,Autre,0,533229.2177,189980.001,46.858908,6.563846,26.08.19 08:18,510,803,3309,60032,1828,-600,2428,231,41,1259,-110,157457,14930,11293,779,42707,35837,38399,39474,1413.4,7.118657,48,80,19,242,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.08.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
292,515166,300406,9992306,NA,NA,NA,NA,NA,TS,Myrmica,Myrm_rugi,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,NA,soil,NA,ForetConifere,5,515609.727,166114.9131,46.642223,6.337184,25.07.19 07:06,585,744,3105,61423,1897,-499,2396,284,1317,1355,-45,178195,18571,12768,1135,50494,39538,40138,47864,1300.3,2.749326,21,0,19,301,41,0.509561744,Jura,1288.146325,1294,25.98983207,1174,1341,167,58.5,58.5,258,258,-59,-59,199,199,30,20190725,25.07.2019,,,1,2,2,2,3,2,300406,NaN,"c(705462.347567266, 5883881.16953908)",25,1296,2.718456984
289,545182,180104,9992307,10,NA,NA,NA,NA,Salata,Lasius,Lasi_flav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lasius,NA,soil,pasture,Autre,0,545339.6185,181958.6892,46.787854,6.723631,NA,982,835,3122,68281,2485,-189,2674,1765,554,1830,281,95265,9227,5591,1646,27245,18829,27111,20774,451.3,10.03487,-19,60,8,222,21,0.784772105,Low,460.9502262,459,21.18043833,428,518,90,106,106,264.75,265,-15.75,-15.5,248.25,248.5,18,20190726,26.07.2019,24.7,0.8,4,3,0,0.1,1,0,180104,23.9,"c(748468.35590092, 5907516.18183057)",25,449,25.44901657
1297,57281298,400105,9992308,12,NA,NA,NA,NA,Galkowski,Myrmica,Myrm_lobu,10/27/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,NA,soil,pasture,Autre,0,573030.5475,130654.0487,46.327988,7.089327,NA,432,816,3429,57919,1724,-655,2379,1153,-42,1153,-169,179276,18050,12092,1261,52396,39109,52396,43220,1799.9,16.73421,-11,29,17,242,47,0.619140473,Alps,1886.062581,1878,66.29249513,1746,2027,281,27,27,267,267,-97,-97,170,170,40,20190831,31.08.2019,,,2,4,0.1,2,1,2,400105,13.45714286,"c(789185.94056305, 5833064.95130015)",24,1811,9.378600121
395,557150,100903,9992310,NA,NA,NA,NA,NA,TS,Myrmica,Myrm_rugi,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,NA,soil,NA,lisiere,91,557278.6305,150076.1663,46.501901,6.882969,NA,941,785,3082,65663,2355,-193,2548,1580,497,1760,279,151507,14956,9674,1325,43077,32729,42953,33480,710.5,14.29916,-42,56,14,301,43,0.118510219,Low,751.5364281,754,80.81869007,588,902,314,89,89,268.5,268.5,-35,-35,233.5,233.5,10,20190806,06.08.2019,19.9,-0.388,1,1,3,2,4,1,100903,20.288,"c(766207.75917085, 5861147.40220441)",25,711,15.32288456
884,497142,390100,9992313,NA,NA,NA,NA,NA,NA,Coptoformica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,transect,pasture,Autre,0,497466.4253,142243.6179,46.42495,6.105523,NA,549,634,2851,59532,1780,-445,2225,264,1267,1299,-65,193177,19679,13833,1143,55360,43231,43391,50342,1440.7,11.99481,-32,95,19,242,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.08.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
775,545190,190602,9992314,9,NA,NA,NA,NA,Salata,Temnothorax,Temn_nyla,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temnothorax,NA,soil,NA,ForetMixe,78,545062.9169,190424.2944,46.863988,6.718988,NA,742,813,3185,64320,2145,-408,2553,392,295,1543,93,124179,11989,8817,816,33524,27560,31193,30732,690.5,10.99322,18,92,19,301,41,0.081983305,Low,629.0956123,652,71.86085861,466,752,286,97.5,97.5,262.5,262.5,-23.5,-23.5,239,239,19,20190730,30.07.2019,15.8,-3.166666667,1,0,3,3,2,2,190602,18.96666667,"c(747956.462109588, 5919899.21552143)",24,702,7.707778454
NA,563190,160116,9992317,5,NA,NA,NA,NA,Salata,Temnothorax,Temn_nyla,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temnothorax,NA,tree,other,Autre,0,562975.1458,190844.1321,46.869005,6.953896,04.09.19 07:39,988,867,3178,69295,2530,-198,2728,1850,558,1850,275,96113,9669,5504,1747,28012,19606,28012,20319,440.3,0.202555,-6,0,4,221,21,0.829610056,Low,437.3816489,437,4.872778648,426,450,24,106,106,265,265,-16,-16,249,249,16,20190904,04.09.2019,15.9,-2.047619048,4,3,1,3,2,1,160116,17.94761905,"c(774094.203805, 5920721.01667265)",22,440,3.46374321
421,57781263,421104,9992321,NA,NA,NA,NA,NA,TS,Formica,Form_lema,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,NA,soil,NA,pierrier,0,NA,NA,46.295675,7.152932,NA,400,777,3324,57837,1671,-665,2336,1121,-77,1121,-201,198411,20005,13299,1330,58470,43080,58470,47843,1765.4,22.42584,-149,96,7,242,53,0.299764561,Alps,1859.580834,1873,68.67552848,1671,2072,401,21.5,21.5,267.5,267.5,-102.5,-102.5,165,165,42,20190805,05.08.2019,15.8,-0.15,1,3,0,4,0,1,421104,15.95,"c(796262.037383787, 5827855.25264929)",24,1791,19.08966637
882,497142,390100,9992322,NA,NA,NA,NA,NA,NA,Coptoformica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,transect,pasture,Autre,0,497425.2459,142064.1836,46.42333,6.105027,16.08.19 10:23,548,633,2850,59491,1777,-445,2222,263,1265,1297,-66,192718,19635,13795,1149,55289,43101,43248,50205,1431,7.281914,-110,16,19,242,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.08.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
1172,581150,80102,9992323,NA,NA,NA,NA,NA,NA,Tapinoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,soil,pasture,Autre,0,581604.5595,150716.305,46.508771,7.199881,NA,541,970,3670,62174,1968,-674,2642,1308,75,1308,-100,146070,15103,9671,1610,45086,30664,45086,33782,1330.6,22.97619,-75,84,3,242,21,0.540403412,Alps,1273.713728,1268,57.74913801,1173,1426,253,59,59,267.5,267.5,-65.5,-65.5,202.5,202.5,8,20190825,25.08.2019,17,0.46,3,4,0,2,1,0.1,80102,16.54,"c(801486.402421269, 5862263.41000056)",25,1331,17.02707672
434,57781263,420100,9992324,NA,NA,NA,NA,NA,Lebas,Formica,pressilabris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,transect,pasture,Autre,0,578177.9648,126658.6098,46.29223,7.156364,05.08.19 12:24,357,749,3263,57382,1606,-690,2296,1073,-123,1073,-240,207380,21041,13993,1369,61515,44772,61515,49570,1826.3,32.39546,-82,3,7,242,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05.08.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
529,533166,261301,9992325,NA,NA,NA,NA,NA,NA,Tetramorium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,soil,NA,transport,0,533216.908,166176.5034,46.644771,6.567158,NA,999,751,2939,67026,2435,-119,2554,1655,559,1835,318,98502,9561,5960,1538,27661,19659,27439,21895,600.3,3.243001,29,15,3,221,21,0.06047272,Low,591.3564935,592,7.464343164,564,612,48,98.99091134,99,264.9248902,265,-22.91899648,-23,241.427999,241.5,26,20190811,11.08.2019,19,-1.291666667,3,3,0.1,0,2,2,261301,20.29166667,"c(731048.659891664, 5884283.14592349)",24,593,7.285643578
598,503142,380404,9992327,9,1,NA,NA,NA,Salata,Temnothorax,Temn_nyla,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temnothorax,NA,soil,NA,ForetConifere,9,503814.0867,142131.2735,46.424881,6.188121,NA,876,796,3107,65680,2324,-236,2560,504,430,1698,215,118127,12263,7997,1333,34942,26270,26552,32327,598,6.244397,0,60,3,301,41,0.145395722,Low,627.154911,622,26.27536093,582,706,124,97,97,263.5,263.5,-23.5,-23.5,240,240,38,20190817,17.08.2019,16.2,-0.996,0,4,0,3,3,5,380404,17.196,"c(688871.050537615, 5848692.93575505)",25,608,2.315160275
406,521174,290604,9992328,10,NA,NA,NA,NA,Salata,Temnothorax,Temn_nyla,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temnothorax,NA,soil,NA,ForetMixe,28,521910.5248,174730.736,46.720496,6.418016,NA,772,805,3105,65662,2178,-415,2593,412,1532,1585,111,148574,15017,10654,1004,41519,33368,34285,39938,661.9,14.83567,-77,30,19,303,44,0.251380827,Low,747.6990033,748,63.61527141,628,874,246,86.16627175,85.5,260.5602484,260.5,-33.27200067,-33.5,227.1662718,226.5,29,20190729,29.07.2019,16.5,-0.283333333,0,0.1,2,3,4,3,290604,16.78333333,"c(714452.184293752, 5896571.85974178)",24,674,13.96986675
1006,569118,10105,9992329,NA,NA,NA,NA,NA,NA,Tetramorium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,soil,pasture,Autre,0,569272.3097,118535.0495,46.218797,7.041318,NA,666,812,3277,62210,2030,-448,2478,1441,216,1441,33,171631,17181,12344,1203,50119,37996,50119,41026,1510.9,12.60492,154,18,17,301,41,0.418862102,Alps,1494.574289,1484.5,96.46883143,1291,1725,434,56,56,271,271,-70,-70,201,201,1,20190822,22.08.2019,15.9,2.825,5,2,0,2,0,0,10105,13.075,"c(783839.02184642, 5815483.29577893)",24,1516,3.841599226
549,539174,250301,9992330,NA,NA,NA,NA,NA,NA,Tetramorium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,soil,NA,CulturePerm,0,539041.2521,174297.4667,46.718386,6.64216,NA,938,806,3087,67094,2399,-212,2611,1595,504,1771,253,101624,9694,6204,1428,28379,20602,28158,22811,606.2,2.102673,0,49,3,223,21,0.023738108,Low,620.8901961,615,19.5979116,589,668,79,96.04017377,96.5,264,264,-25.04276216,-24.5,238.8220506,239,25,20190809,09.08.2019,21.1,0.836,4,2,0.1,2,1,0,250301,20.264,"c(739407.527352944, 5896226.00640518)",25,601,6.060515404
403,521174,290100,9992331,NA,NA,NA,NA,NA,NA,Lasius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,transect,pasture,Autre,94,521805.7711,174257.2092,46.716224,6.416727,29.07.19 08:33,747,809,3124,65364,2148,-442,2590,392,1504,1557,88,150421,15342,10639,1060,42429,33523,34447,39078,786,16.83754,-70,11,3,223,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.07.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
583,503142,380509,9992333,2,NA,NA,NA,NA,Salata,Temnothorax,Temn_nyla,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temnothorax,NA,soil,NA,ForetFeuillus,100,503936.8386,142233.4809,46.425818,6.189697,NA,875,795,3107,65679,2323,-236,2559,503,428,1697,214,117515,12183,7956,1329,34741,26108,26450,32119,604.3,11.42395,14,42,3,301,41,0.487382286,Low,627.154911,622,26.27536093,582,706,124,97,97,263.5,263.5,-23.5,-23.5,240,240,38,20190817,17.08.2019,17,-0.196,0,3,0,4,5,0,380509,17.196,"c(689027.82314068, 5848852.82900005)",25,604,0.608299136
781,545190,190509,9992334,4,NA,2,NA,NA,Salata,Temnothorax,Temn_nyla,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temnothorax,NA,soil,NA,ForetFeuillus,100,545411.004,190240.0673,46.86236,6.723576,NA,797,820,3174,65313,2225,-360,2585,432,355,1609,137,120671,11582,8568,824,32535,26633,30467,30581,611.5,22.27644,13,87,19,301,41,0.467741102,Low,629.0956123,652,71.86085861,466,752,286,97.5,97.5,262.5,262.5,-23.5,-23.5,239,239,19,20190730,30.07.2019,15.8,-3.166666667,0,0,3,3,3,2,190509,18.96666667,"c(748464.563859143, 5919637.6216875)",24,651,18.01753235
415,57781263,421200,9992335,NA,NA,NA,NA,NA,Lebas,Formica,pressilabris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,transect,NA,PrairieSeche,0,578687.9535,126789.179,46.293421,7.162977,NA,301,732,3225,57036,1536,-733,2269,1013,-180,1013,-292,206661,20889,13854,1352,61102,44710,61102,49668,1919.8,17.46019,-133,100,7,421,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05.08.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
1289,57281298,400110,9992336,NA,NA,NA,NA,NA,NA,Formica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,soil,pasture,Autre,23,573729.4657,130563.5128,46.327202,7.098409,NA,427,815,3430,57850,1717,-659,2376,1148,-48,1148,-174,180024,18125,12127,1267,52650,39241,52650,43405,1839.7,15.99679,56,51,17,301,45,0.619140473,Alps,1886.062581,1878,66.29249513,1746,2027,281,27,27,267,267,-97,-97,170,170,40,20190831,31.08.2019,13.1,-0.357142857,3,3,1,2,1,3,400110,13.45714286,"c(790192.302511821, 5832938.3668874)",24,1832,9.80588913
344,533182,220500,9992340,NA,NA,NA,NA,NA,NA,Formica SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,transect,NA,ForetFeuillus,82,533032.1754,182694.0199,46.793344,6.562331,02.08.19 08:35,934,789,3037,67016,2381,-217,2598,541,505,1765,249,100392,9482,6765,962,26870,21446,25946,25171,510.7,8.420378,-25,25,3,303,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02.08.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
